csv_index,title,publishing_year,genre_id,publisher_id,author_id,language_id,average_rating,ratings_count,sale_price,gross_sales,publisher_revenue,sales_rank,units_sold
561,Sycamore Row,2013,1,4,63,2,3.98,56315,7.31,1074.57,644.742,627,3969
562,Awakened,2011,1,3,468,1,4.02,101234,4.63,675.98,405.588,628,3942
563,My Ãntonia,1918,1,2,469,2,3.76,81102,3.99,582.54,0.0,629,3942
564,Life As We Knew It,2006,3,2,470,2,3.89,94282,7.52,1097.92,658.752,629,3942
565,America (The Book): A Citizen's Guide to Democracy Inaction,2004,3,5,471,2,4.02,74511,7.99,1166.54,699.924,630,3942
566,90 Minutes in Heaven,2004,1,2,472,3,3.91,67937,8.57,1251.22,750.732,631,3942
567,The Longest Ride,2012,1,2,473,2,4.14,71276,0.99,144.54,0.0,631,3942
568,é“å¾·ç¶“ [dÃ o dÃ© jÄ«ng],-300,1,4,474,2,4.31,39863,4.59,665.55,399.33,632,3915
569,Kane and Abel,1979,2,2,475,1,4.27,74052,4.99,723.55,0.0,632,3915
570,Change of Heart,2008,1,6,79,1,3.91,86471,6.83,990.35,594.21,634,3915
571,Dry: A Memoir,2003,4,2,476,2,4.01,70550,9.99,1448.55,869.13,635,3915
572,Sam's Letters To Jennifer,2001,1,3,477,3,4.15,77538,5.99,868.55,521.13,636,3915
573,Grey,2015,1,3,478,5,3.76,75320,7.88,1134.72,680.832,637,3888
574,Dune Messiah,1969,1,2,479,2,3.86,82580,3.99,570.57,0.0,641,3861
575,The Great Divorce,1945,2,4,480,1,4.28,75031,9.99,1428.57,857.142,642,3861
576,Little Earthquakes,2004,3,5,481,3,3.76,77592,7.5,1072.5,643.5,645,3861
577,Eventyr og historier,1835,1,2,482,2,4.28,90999,4.99,708.58,0.0,646,3834
578,New Moon: The Complete Illustrated Movie Companion,2009,1,4,483,1,4.34,82399,10.99,1560.58,936.348,647,61560
579,Maybe Someday,2014,1,5,366,2,4.33,81707,6.83,969.86,581.916,649,61128
580,Mr Maybe,1999,1,2,484,2,3.41,78132,3.99,562.59,0.0,651,61128
581,Anne of the Island,1915,1,5,485,2,4.21,97049,0.99,139.59,83.754,652,60696
582,Also sprach Zarathustra,1883,1,4,486,2,4.05,65362,7.31,1030.71,618.426,652,59400
583,North and South,1854,1,2,487,2,4.13,95274,3.99,562.59,0.0,653,58968
584,A Stolen Life,2011,2,2,488,1,3.89,72713,3.99,558.6,0.0,655,57240
585,The Immortals of Meluha,2010,1,2,489,2,4.0,62784,2.99,418.6,251.16,658,56808
586,The Lost World,1995,1,2,42,2,3.72,83389,9.99,1398.6,839.16,658,55728
587,Requiem,2013,1,2,490,2,3.74,100593,4.99,698.6,0.0,659,55080
588,A Crown of Swords,1996,3,2,160,2,4.0,86421,0.99,137.61,0.0,661,54000
589,Aesopica,-560,1,2,491,2,4.05,88508,4.99,693.61,0.0,663,53784
590,Blood Meridian: Or the Evening Redness in the West,1985,1,4,235,2,4.18,71095,5.26,725.88,435.528,665,53784
591,Finale,2012,1,4,492,2,4.22,107569,10.99,1516.62,909.972,666,53784
592,Skeleton Crew,1985,1,5,23,2,3.93,82320,6.94,957.72,574.632,668,53568
593,Lullaby,2002,1,3,271,3,3.73,66713,7.99,1094.63,656.778,671,53352
594,Two States,2009,1,2,493,2,3.42,67866,6.15,836.4,501.84,675,53352
595,ãƒ´ã‚¡ãƒ³ãƒ‘ã‚¤ã‚¢é¨Žå£« 1,2005,3,2,494,2,4.1,89733,9.01,1225.36,0.0,675,53136
596,Summer Knight,2002,1,2,303,2,4.3,91012,3.99,542.64,0.0,676,52920
597,Dragonflight,1968,1,2,495,2,4.1,95378,0.99,133.65,0.0,679,52488
598,"The History of the Hobbit, Part One: Mr. Baggins",2007,1,2,496,2,3.81,108399,3.99,538.65,0.0,680,52488
599,Ugly Love,2014,1,5,366,2,4.3,107583,5.99,808.65,485.19,681,52488
600,Chocolat,1998,3,2,497,2,3.95,84770,6.52,873.68,524.208,682,52056
601,The Amityville Horror,1977,1,3,498,2,3.82,80959,8.89,1191.26,714.756,684,52056
602,The English Patient,1992,1,2,499,3,3.88,83741,4.99,663.67,0.0,688,51840
603,Gabriel's Rapture,2012,1,2,315,2,4.22,91213,3.99,530.67,0.0,689,51624
604,Dubliners,1914,2,5,500,2,3.85,73140,2.99,397.67,238.602,690,51408
605,Let the Great World Spin,2009,1,2,501,1,3.93,71515,2.99,394.68,0.0,692,51192
606,The Eternity Code,2003,2,2,502,2,4.04,94437,2.99,394.68,0.0,692,51192
607,Tell No One,2001,1,2,503,2,4.11,78070,2.99,394.68,236.808,693,50976
608,The Tommyknockers,1987,1,2,322,2,3.48,89262,5.99,790.68,0.0,693,50760
609,Hex Hall,2010,2,2,504,2,3.96,109881,3.99,526.68,0.0,693,50544
610,Steal Like an Artist,2010,1,2,505,1,3.86,93625,0.99,130.68,78.408,694,50328
611,Cryptonomicon,1999,4,5,506,2,4.25,72683,2.48,327.36,196.416,694,50112
612,Beautiful Bastard,2013,1,2,507,2,4.05,111668,2.99,394.68,0.0,695,49896
613,Prodigal Summer,2000,1,6,276,1,3.98,78529,1.99,260.69,156.414,696,49896
614,We Were the Mulvaneys,1996,1,3,508,2,3.7,77251,10.65,1395.15,837.09,698,49680
615,Understanding Comics: The Invisible Art,1993,3,2,509,1,3.98,77277,0.99,129.69,77.814,699,49680
616,Beautiful Darkness,2010,3,1,510,1,3.84,95447,1.99,260.69,156.414,700,49248
617,The Psychopath Test,2011,1,7,511,2,3.91,44097,3.79,492.7,295.62,701,49032
618,Vanishing Acts,2005,1,5,79,1,3.68,79662,1.99,258.7,155.22,703,48816
619,Absolute Power,1995,1,7,512,2,4.15,72481,12.74,1656.2,993.72,704,48816
620,Hot Six,2000,1,2,323,2,4.18,99329,3.99,514.71,0.0,705,48600
621,The Time Keeper,2012,1,2,211,2,3.85,72277,0.99,127.71,0.0,707,48384
622,A Dirty Job,2006,3,2,513,1,4.08,78523,0.99,127.71,76.626,707,48168
623,Moneyball: The Art of Winning an Unfair Game,2003,1,2,386,1,4.24,66406,0.99,127.71,0.0,708,47952
624,The Amulet of Samarkand,2003,1,2,514,1,3.99,86062,0.99,127.71,0.0,709,47736
625,I Am America (And So Can You!),2007,1,4,515,1,3.91,71023,6.92,885.76,531.456,710,47520
626,The One Minute Manager,1981,4,2,516,1,3.85,70241,6.94,888.32,532.992,710,47520
627,Exodus,1958,1,5,517,2,4.33,77258,11.49,1470.72,882.432,711,47304
628,Stones from the River,1994,1,2,518,5,4.07,80056,6.15,787.2,472.32,712,47304
629,The Big Sleep,1939,1,2,519,2,4.04,84489,0.99,126.72,76.032,713,47088
630,Cannery Row,1945,1,1,520,2,4.02,81598,9.01,1153.28,691.968,713,47088
631,Seriously...I'm Kidding,2011,1,3,521,1,3.72,74358,6.64,843.28,505.968,714,46872
632,The Miserable Mill,2000,1,4,287,1,3.83,101325,10.99,1395.73,837.438,716,46872
633,The Snow Child,2012,1,2,522,2,3.95,72328,0.99,125.73,75.438,716,46872
634,Wait for You,2013,1,2,523,2,4.19,106236,3.99,506.73,0.0,717,46440
635,The Last Straw,2009,1,2,428,2,4.11,82518,3.99,502.74,0.0,719,46440
636,La Divina Commedia,1308,1,2,524,2,4.06,74130,0.99,124.74,0.0,720,46008
637,The Tao of Pooh,1982,1,1,525,2,4.01,69975,9.59,1198.75,719.25,724,46008
638,Onyx,2012,1,5,526,2,4.33,111448,9.02,1127.5,676.5,725,46008
639,"Unravel Me (Shatter Me, #2)",2013,1,2,527,2,4.28,109183,0.99,122.76,73.656,728,45792
640,The Birth of Venus,2003,1,2,528,1,3.79,78129,2.99,370.76,0.0,730,45576
641,The Opal Deception,2005,1,2,502,2,4.04,95638,0.99,121.77,73.062,733,45360
642,Det som inte dÃ¶dar oss,2015,1,5,529,2,3.73,53751,0.99,121.77,73.062,736,45144
643,The Girls,2016,1,5,530,2,3.49,76761,7.99,974.78,584.868,737,44928
644,The Goose Girl,2003,1,6,531,1,4.18,92952,0.99,120.78,72.468,738,44280
645,Mystic River,2001,1,5,532,1,4.19,86103,8.99,1096.78,658.068,739,43848
646,Warm Bodies,2010,1,2,533,3,3.93,66381,3.99,486.78,292.068,740,43848
647,The Prince and the Pauper,1881,1,5,534,2,3.84,84682,7.99,966.79,580.074,741,43416
648,The Moon is a Harsh Mistress,1966,1,4,535,2,4.17,80366,7.69,930.49,558.294,743,43416
649,The Forty Rules of Love,2010,1,2,536,2,4.17,35283,0.99,119.79,71.874,743,43416
650,High Five,1999,4,2,323,2,4.17,92737,5.55,671.55,402.93,745,43200
651,Joyland,2013,1,2,23,2,3.9,75018,0.99,118.8,0.0,746,42768
652,é€²æ’ƒã®å·¨äºº 1,2010,1,2,537,2,4.42,82565,0.99,118.8,71.28,748,42552
653,Tender Is the Night,1933,1,2,538,1,3.83,79008,0.99,118.8,71.28,750,42120
654,Cold Sassy Tree,1984,1,5,539,3,3.99,82281,7.99,950.81,570.486,751,42120
655,The Glass Menagerie,1945,3,2,540,2,3.67,90032,0.99,117.81,70.686,752,41904
656,L'amica geniale,2011,3,5,541,2,3.88,64637,7.67,912.73,547.638,753,41472
657,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",2007,1,2,542,2,3.84,66129,2.99,355.81,0.0,757,41256
658,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,1996,1,2,543,2,3.77,52031,0.99,117.81,0.0,759,40824
659,Rules of Civility,2011,1,4,544,2,3.99,75541,5.99,712.81,427.686,760,40824
660,Ringworld,1970,1,2,545,2,3.96,76925,0.99,117.81,70.686,760,40176
661,Between Shades of Gray,2011,1,2,546,2,4.36,87718,1.99,236.81,142.086,761,40176
662,Frindle,1996,1,7,547,1,3.79,83351,5.99,712.81,427.686,762,39960
663,Dog Days,2009,1,2,428,1,4.14,78592,3.99,474.81,0.0,764,39744
664,The Round House,2012,1,2,548,2,3.91,67928,2.99,355.81,0.0,764,39312
665,A Wind in the Door,1973,1,2,549,2,4.07,87277,2.99,355.81,0.0,765,39312
666,Free Four: Tobias Tells the Divergent Story,2012,3,3,430,2,4.18,81621,9.99,1188.81,713.286,765,38880
667,A Little Life,2015,1,2,550,2,4.27,66782,2.99,355.81,213.486,766,38664
668,"Y: The Last Man, Vol. 1: Unmanned",2003,1,2,551,2,4.12,81326,0.99,117.81,0.0,767,38664
669,The Alloy of Law,2011,1,2,372,2,4.2,72185,4.99,593.81,0.0,768,38448
670,Dead Reckoning,2011,3,2,27,2,3.77,87066,0.99,117.81,70.686,770,38448
671,The Accidental Tourist,1985,1,2,552,2,3.9,80075,6.59,784.21,470.526,770,38448
672,Aristotle and Dante Discover the Secrets of the Universe,2012,2,2,553,3,4.34,108884,9.1,1082.9,649.74,770,38232
673,The Invisible Man,1897,1,7,554,2,3.62,84778,0.99,117.81,70.686,772,38016
674,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],1985,1,2,555,2,4.15,63764,0.99,117.81,70.686,773,38016
675,Na margem do rio Piedra eu sentei e chorei,1994,1,5,556,2,3.57,62106,7.69,915.11,549.066,775,37584
676,Der Schweizerische Robinson,1812,1,2,557,2,3.92,78355,2.99,355.81,0.0,779,37584
677,Four Past Midnight,1990,3,1,23,5,3.9,76376,5.38,640.22,384.132,779,37368
678,The Marriage Bargain,2012,1,5,558,2,3.81,91630,10.99,1307.81,784.686,781,37368
679,Anne of Avonlea,1909,1,2,485,1,4.21,99918,0.99,117.81,70.686,782,37368
680,The Little Engine That Could,1930,1,2,559,1,4.15,82102,4.99,593.81,0.0,783,37152
681,We Are All Completely Beside Ourselves,2013,1,2,560,2,3.71,59973,2.99,355.81,0.0,783,37152
682,Children of the Mind,1996,1,2,191,2,3.74,74517,8.59,1022.21,613.326,784,36936
683,Ulysses,1922,1,2,561,2,3.74,76791,0.99,117.81,0.0,786,36936
684,Someone Like You,1998,3,6,11,2,3.94,84358,2.99,355.81,213.486,786,36936
685,Moloka'i,2003,3,9,562,1,4.15,75307,7.99,950.81,570.486,787,36720
686,The Witching Hour,1990,3,2,563,2,4.1,79824,3.03,357.54,214.524,789,36504
687,This Present Darkness,1986,1,2,564,2,4.24,71815,2.99,352.82,0.0,791,36504
688,The Coincidence of Callie & Kayden,2012,1,2,565,2,4.21,97615,0.99,116.82,70.092,792,36504
689,Fates and Furies,2015,1,1,566,2,3.56,66085,7.31,862.58,517.548,792,36504
690,Summer Sisters,1998,1,4,84,3,3.83,73515,7.31,862.58,517.548,794,36504
691,Stuart Little,1945,1,2,567,1,3.88,89033,2.99,352.82,211.692,797,36504
692,The Foundation Trilogy,1953,2,1,302,2,4.39,72311,8.99,1060.82,636.492,797,36504
693,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",1999,1,2,568,1,4.06,32626,2.99,352.82,0.0,798,36288
694,The Austere Academy,2000,1,2,287,2,3.97,99311,0.99,116.82,0.0,799,36288
695,Seven Up,2001,1,1,323,1,4.15,94506,11.19,1320.42,792.252,800,36072
696,The Awakening,2009,1,6,294,2,4.16,95026,6.45,761.1,456.66,802,36072
697,Death Masks,2003,4,2,303,2,4.32,83664,5.55,654.9,392.94,802,36072
698,Stellaluna,1993,1,2,569,1,4.22,87423,0.99,116.82,70.092,803,36072
699,Before They Are Hanged,2007,1,5,328,2,4.27,68865,0.99,116.82,70.092,804,35856
700,Loving Frank,2007,1,3,570,1,3.73,72734,6.99,824.82,494.892,804,35640
701,Hard Eight,2002,3,5,571,1,4.17,93057,8.99,1060.82,636.492,805,35640
702,The Vile Village,2001,1,4,287,2,3.94,89733,5.99,706.82,424.092,808,35640
703,Sybil,1973,3,8,572,1,3.99,72493,4.26,502.68,301.608,809,35640
704,Cosmos,1980,3,4,401,2,4.35,76440,9.59,1131.62,678.972,810,35640
705,Haunted: A Novel of Stories,2005,2,6,271,2,3.59,68861,1.99,234.82,140.892,810,35424
706,The Shell Seekers,1987,1,2,573,2,4.13,73573,4.99,588.82,0.0,811,35424
707,What Is the What: The Autobiography of Valentino Achak Deng,2006,1,4,574,2,4.16,59333,14.24,1680.32,1008.192,811,35424
708,CrÃ³nica de una muerte anunciada,1981,1,6,575,2,3.95,56200,9.56,1128.08,676.848,813,35208
709,A Scandal in Bohemia,1891,3,2,576,3,4.22,65422,2.99,352.82,211.692,814,35208
710,Killing Lincoln: The Shocking Assassination that Changed America Forever,2011,4,2,577,2,4.02,71868,7.39,872.02,523.212,816,35208
711,The Lowland,2013,1,2,115,2,3.82,62231,3.99,470.82,282.492,818,35208
712,The Ruins of Gorlan,2004,3,5,578,2,4.2,83085,6.99,824.82,494.892,818,34992
713,Wintergirls,2009,1,2,579,2,3.98,87665,2.99,352.82,0.0,819,34992
714,The Brethren,2000,2,4,63,3,3.71,69351,7.99,942.82,565.692,820,34992
715,Assassin's Quest,1997,1,2,413,2,4.18,67125,3.99,470.82,0.0,821,34776
716,Rosemary's Baby,1967,1,2,580,2,3.96,78766,4.99,588.82,0.0,823,34776
717,The Talisman,1984,3,2,581,1,4.12,79508,1.99,234.82,140.892,823,34776
718,The Path of Daggers,1998,1,2,160,2,3.9,74815,1.99,234.82,140.892,824,34560
719,The Dharma Bums,1958,4,2,582,1,3.94,62454,6.15,725.7,435.42,825,34560
720,The Reckoning,2010,1,2,294,5,4.21,92922,3.99,466.83,0.0,826,34560
721,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",2012,2,5,583,1,3.97,69596,7.99,934.83,560.898,827,34344
722,Mary Poppins,1934,1,2,584,1,4.05,82706,2.99,349.83,209.898,830,34128
723,Red Seas Under Red Skies,2007,1,2,585,2,4.23,68255,2.99,349.83,209.898,831,34128
724,The House on Mango Street,1984,1,2,586,2,3.57,81579,0.99,115.83,0.0,832,34128
725,City of Thieves,2008,1,1,587,5,4.28,68063,1.99,232.83,139.698,832,34128
726,Halfway to the Grave,2007,1,2,588,2,4.18,106608,1.99,232.83,139.698,834,33912
727,The Twits,1980,1,5,589,2,3.94,82458,7.31,855.27,513.162,836,33696
728,Abhorsen,2003,3,2,590,1,4.29,80740,12.99,1519.83,911.898,836,33696
729,The Beach House,2002,1,2,591,2,3.82,68676,3.99,466.83,0.0,837,33480
730,Eyes of the Dragon,1987,3,1,23,2,3.92,72714,5.99,700.83,420.498,837,33264
731,Children of Dune,1976,1,2,479,2,3.9,74133,0.99,115.83,0.0,838,33264
732,Leviathan Wakes,2011,3,1,592,2,4.2,68416,14.44,1689.48,1013.688,840,33048
733,Queen of Shadows,2015,1,7,183,2,4.6,99067,2.99,349.83,209.898,841,33048
734,Maus II : And Here My Troubles Began,1991,3,3,593,2,4.41,90147,4.99,583.83,350.298,842,32832
735,The Snowy Day,1962,1,2,594,2,4.13,81914,10.0,1170.0,702.0,843,32832
736,To the Nines,2003,1,4,323,2,4.16,86963,11.99,1402.83,841.698,844,32832
737,Where We Belong,2012,3,2,103,1,3.86,68224,0.99,115.83,0.0,845,32616
738,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,1994,1,2,595,2,4.1,72207,2.99,349.83,0.0,846,32616
739,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],1999,1,4,459,2,3.82,62229,9.27,1084.59,650.754,846,32616
740,The Signature of All Things,2012,3,2,596,2,3.81,61135,1.99,232.83,139.698,848,32400
741,"Eats, Shoots and Leaves",2003,1,2,597,1,3.86,79117,3.99,466.83,0.0,852,32184
742,Dead Witch Walking,2004,3,2,598,1,4.04,91390,2.99,349.83,0.0,852,32184
743,,1986,1,2,599,1,4.36,81553,3.99,466.83,0.0,853,32184
744,An Echo in the Bone,2009,1,6,418,2,4.42,68854,11.89,1391.13,834.678,854,32184
745,Unearthly,2011,1,3,600,1,4.06,99942,1.99,232.83,139.698,857,31968
746,The Case for Christ,1988,1,7,601,3,4.1,67128,6.83,799.11,479.466,859,31752
747,Knife of Dreams,2005,1,2,356,1,4.12,71379,2.99,349.83,0.0,860,31752
748,Hoot,2002,1,4,602,2,3.81,75275,4.99,583.83,350.298,862,31752
749,Ã†neis,-17,1,2,603,2,3.81,75051,0.99,114.84,0.0,863,31752
750,This is How You Lose Her,2012,3,2,604,2,3.75,66720,5.38,624.08,374.448,865,31536
751,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],2004,1,2,605,2,3.68,64278,5.99,694.84,0.0,866,31536
752,Ishmael: An Adventure of the Mind and Spirit,1992,1,5,606,1,3.97,63304,7.69,892.04,535.224,867,31536
753,It's Not Summer Without You,2010,1,2,246,1,4.14,80367,2.99,346.84,0.0,868,31536
754,Pushing the Limits,2012,1,2,607,2,4.08,93818,3.99,462.84,0.0,869,31320
755,Quidditch Through the Ages,2001,1,5,608,2,3.85,90908,0.99,114.84,68.904,869,31320
756,Miss Nelson Is Missing!,1977,1,4,609,2,4.26,77206,9.99,1158.84,695.304,871,31320
757,The Long Walk,1979,3,3,610,2,4.11,71775,3.99,462.84,277.704,871,31320
758,The Ersatz Elevator,2001,3,5,611,2,4.01,90071,1.99,230.84,138.504,873,31104
759,Messenger,2004,1,2,272,2,3.9,79746,3.99,462.84,277.704,877,30888
760,Lover Revealed,2007,1,2,301,2,4.3,97830,5.99,694.84,0.0,879,30888
761,'Salem's Lot The Illustrated Edition,2005,1,3,612,2,4.25,72797,6.64,770.24,462.144,879,30672
762,The Mysterious Benedict Society,2007,1,2,613,1,4.14,87335,0.99,114.84,68.904,881,30672
763,God is Not Great: How Religion Poisons Everything,2007,4,2,614,2,3.96,64347,5.99,694.84,416.904,883,30456
764,"Never Too Far (Too Far, #2)",2013,1,2,233,2,4.21,97616,0.99,114.84,68.904,884,30456
765,State of Fear,2004,1,2,42,2,3.69,65397,0.99,114.84,68.904,885,30240
766,The Statistical Probability of Love at First Sight,2012,1,2,615,2,3.8,89356,0.99,114.84,0.0,886,30240
767,The Golem's Eye,2004,3,6,616,1,4.09,69058,6.99,810.84,486.504,886,29808
768,Still Life with Woodpecker,1980,1,2,617,2,4.04,56802,2.99,346.84,0.0,887,29808
769,Those Who Save Us,2004,1,2,618,1,4.12,68480,0.99,114.84,0.0,890,29808
770,The Broker,2005,1,2,63,2,3.77,65428,0.99,114.84,68.904,892,29592
771,Across the Universe,2011,1,2,619,2,3.78,94176,3.99,462.84,0.0,892,29376
772,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth",1978,3,2,620,1,4.03,61238,8.99,1042.84,625.704,893,29160
773,Blood Rites,2004,3,2,303,2,4.33,79627,8.98,1041.68,625.008,894,28944
774,The Boxcar Children,1942,1,6,621,1,4.09,92916,12.99,1506.84,904.104,894,28944
775,The Silent Wife,2013,3,2,622,2,3.3,60323,6.76,784.16,470.496,897,28728
776,How to Be a Woman,2011,1,2,623,2,3.73,70446,2.99,346.84,0.0,898,28512
777,A Court of Mist and Fury,2016,1,6,183,2,4.72,108384,9.99,1158.84,695.304,900,28512
778,Life,2010,1,5,624,5,3.84,60409,7.99,926.84,556.104,900,28512
779,Unaccustomed Earth,2008,1,2,625,2,4.11,60126,3.99,458.85,0.0,903,28296
780,The Pilot's Wife,1998,1,6,626,2,3.5,71777,11.89,1367.35,820.41,904,28296
781,White Noise,1985,1,2,627,2,3.86,55678,4.99,573.85,0.0,905,28296
782,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",1992,1,2,628,2,4.42,66079,2.99,343.85,0.0,907,2943
783,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,1859,1,1,629,2,3.97,64162,8.99,1033.85,620.31,909,2943
784,Blankets,2003,1,2,630,2,4.06,70454,2.99,343.85,0.0,909,2943
785,The Story of Edgar Sawtelle,2008,3,2,631,2,3.6,70382,2.99,343.85,0.0,910,2943
786,Drowning Ruth,2000,1,2,632,2,3.73,67768,4.99,573.85,0.0,911,2916
787,Post Office,1971,3,1,633,1,4.01,59295,2.99,343.85,206.31,913,2916
788,All the Pretty Horses,1992,1,2,634,2,3.97,68451,3.99,458.85,0.0,914,2916
789,"Sherlock Holmes: The Complete Novels and Stories, Vol 2",1914,3,5,635,3,4.46,66857,10.99,1263.85,758.31,914,2916
790,"One Piece, Volume 01",1997,1,2,636,2,4.42,67047,3.99,458.85,0.0,915,2916
791,The Last Unicorn,1968,1,2,637,2,4.18,76277,2.99,343.85,0.0,916,2916
792,Magyk,2005,1,2,638,2,3.8,86805,2.99,343.85,206.31,917,2916
793,Fever 1793,2000,1,2,579,1,3.89,81945,3.99,458.85,0.0,918,2916
794,The Likeness,2008,1,4,639,2,4.05,72480,6.99,803.85,482.31,920,2916
795,Dead Wake: The Last Crossing of the Lusitania,2015,1,4,640,2,4.07,61439,8.09,930.35,558.21,921,2916
796,The Jungle Book,1894,2,2,641,2,3.94,67107,0.99,113.85,68.31,922,2916
797,I Am Pilgrim,2013,1,2,642,2,4.23,49740,4.99,573.85,344.31,924,2916
798,Howl and Other Poems,1956,3,1,643,2,4.14,71968,11.04,1269.6,761.76,926,2916
799,Don't Sweat the Small Stuff,1997,1,5,644,2,3.95,63324,7.69,884.35,530.61,927,2916
800,Go the Fuck to Sleep,2011,1,2,645,2,4.26,71816,0.99,113.85,68.31,930,2916
801,Mostly Harmless,1992,3,6,66,1,3.96,72426,4.99,573.85,344.31,931,2916
802,Benjamin Franklin: An American Life,2003,1,7,646,2,3.96,70335,4.99,573.85,344.31,933,2916
803,The Tiger's Wife,2011,1,2,647,2,3.37,66104,0.99,113.85,0.0,936,2916
804,Poison Study,2005,1,2,648,2,4.16,96417,2.99,343.85,0.0,937,2916
805,Lover Unbound,2007,2,2,301,2,4.33,97514,7.99,910.86,546.516,938,2916
806,Going Postal,2004,2,4,306,2,4.36,75186,11.99,1366.86,820.116,939,2916
807,The Book of Mormon,1830,1,5,649,2,4.37,63530,11.99,1366.86,820.116,941,2916
808,The Mist,1980,3,2,23,1,3.92,82062,2.99,340.86,204.516,943,2916
809,Dead Beat,2005,1,2,650,2,4.43,78123,4.99,568.86,0.0,944,2916
810,Golden Son,2015,1,2,651,2,4.46,57614,0.99,112.86,0.0,946,2916
811,Night Watch,2002,3,2,652,2,4.47,71271,7.99,910.86,546.516,947,2916
812,The Light Fantastic,1986,3,2,186,1,3.94,75196,0.99,112.86,67.716,949,2916
813,What the Dog Saw and Other Adventures,2009,1,5,304,2,3.82,65277,7.69,876.66,525.996,950,2916
814,Pretty Girls,2015,1,2,653,2,3.95,60737,1.99,226.86,0.0,952,2916
815,Last Argument of Kings,2008,1,7,328,2,4.26,65068,4.99,568.86,341.316,952,2916
816,Revival,2014,1,2,23,1,3.75,53662,4.99,568.86,0.0,953,2916
817,Horton Hears a Who!,1954,1,2,654,2,4.16,80883,0.99,112.86,67.716,955,2916
818,The Blind Side: Evolution of a Game,2006,4,1,386,2,4.16,37792,1.99,226.86,136.116,956,2889
819,Lirael,2001,1,4,590,1,4.29,78903,7.69,876.66,525.996,957,2889
820,School's Out Forever,2006,2,2,477,1,4.16,90157,2.99,340.86,204.516,958,2889
821,é»’åŸ·äº‹ I [Kuroshitsuji I],2007,3,4,655,2,4.37,74378,11.99,1366.86,820.116,960,2889
822,Winter,2015,3,2,202,2,4.49,100464,3.49,397.86,0.0,961,2889
823,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,1886,1,5,656,2,3.94,80299,4.99,568.86,341.316,963,2889
824,,2012,1,2,657,1,4.4,67264,2.99,340.86,0.0,963,2889
825,The Painted Man,2008,1,2,658,2,4.27,64416,3.99,454.86,272.916,966,2889
826,,1678,1,4,659,3,3.98,67777,7.51,856.14,513.684,967,2889
827,One Shot,2005,1,6,660,2,4.2,63335,2.99,340.86,204.516,968,2889
828,The Serpent's Shadow,2012,1,2,320,2,4.28,82757,3.03,345.42,0.0,968,2889
829,Duma Key,2008,1,7,23,1,3.93,73807,7.41,844.74,506.844,969,2889
830,The Shifting Fog,2006,1,2,77,2,3.93,69948,2.0,228.0,0.0,970,2889
831,,2000,2,2,160,1,3.92,71355,5.24,597.36,358.416,970,2889
832,Proven Guilty,2006,1,6,650,2,4.41,75133,6.83,778.62,467.172,971,2889
833,Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ,1864,1,5,661,2,4.17,65900,7.99,910.86,546.516,971,2889
834,The Heart is a Lonely Hunter,1940,1,2,662,2,3.97,67643,3.99,454.86,0.0,972,2889
835,The Infinite Sea,2014,1,2,663,2,3.94,78314,3.99,454.86,0.0,973,2889
836,The Once and Future King,1958,3,7,664,2,4.08,76911,6.55,746.7,448.02,973,2889
837,Small Gods,1992,1,1,306,5,4.27,72588,10.8,1220.4,732.24,977,2889
838,"Bud, Not Buddy",1999,1,2,665,2,3.89,73000,3.82,431.66,258.996,980,2889
839,,2006,1,3,666,2,4.12,48305,7.99,902.87,541.722,981,2889
840,Predictably Irrational: The Hidden Forces that Shape Our Decisions,2007,1,2,667,1,4.1,61496,4.99,563.87,0.0,982,2889
841,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,2012,3,2,668,9,3.8,53187,9.99,1128.87,677.322,984,2889
842,The Indian in the Cupboard,1980,1,2,669,2,3.89,77046,3.99,450.87,0.0,985,2889
843,A Memory of Light,2012,1,2,388,2,4.5,68410,3.99,450.87,0.0,986,2889
